dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
46;2021-02-22;131;193;10051;4413;5.8;2.5
46;2021-02-23;225;169;10276;4582;5.9;2.6
46;2021-02-24;179;324;10455;4906;6.0;2.8
46;2021-02-25;248;341;10703;5247;6.2;3.0
46;2021-02-26;403;344;11106;5591;6.4;3.2
46;2021-02-27;120;1;11226;5592;6.5;3.2
46;2021-02-28;0;3;11226;5595;6.5;3.2
46;2021-03-01;169;181;11395;5776;6.6;3.3
46;2021-03-02;406;233;11801;6009;6.8;3.5
46;2021-03-03;460;331;12261;6340;7.1;3.7
46;2021-03-04;607;456;12868;6796;7.4;3.9
46;2021-03-05;808;365;13676;7161;7.9;4.1
46;2021-03-06;476;17;14152;7178;8.2;4.1
46;2021-03-07;101;19;14253;7197;8.2;4.2
46;2021-03-08;348;249;14601;7446;8.4;4.3
46;2021-03-09;746;271;15347;7717;8.9;4.5
46;2021-03-10;686;248;16033;7965;9.3;4.6
46;2021-03-11;851;257;16884;8222;9.8;4.7
46;2021-03-12;927;228;17811;8450;10.3;4.9
46;2021-03-13;512;4;18323;8454;10.6;4.9
46;2021-03-14;1;0;18324;8454;10.6;4.9
46;2021-03-15;505;166;18829;8620;10.9;5.0
46;2021-03-16;752;174;19581;8794;11.3;5.1
46;2021-03-17;674;207;20255;9001;11.7;5.2
46;2021-03-18;758;216;21013;9217;12.1;5.3
46;2021-03-19;811;153;21824;9370;12.6;5.4
46;2021-03-20;294;5;22118;9375;12.8;5.4
46;2021-03-21;2;0;22120;9375;12.8;5.4
46;2021-03-22;555;241;22675;9616;13.1;5.6
46;2021-03-23;702;212;23377;9828;13.5;5.7
46;2021-03-24;673;240;24050;10068;13.9;5.8
46;2021-03-25;1135;187;25185;10255;14.5;5.9
46;2021-03-26;1023;342;26208;10597;15.1;6.1
46;2021-03-27;420;73;26628;10670;15.4;6.2
46;2021-03-28;127;1;26755;10671;15.5;6.2
46;2021-03-29;733;253;27488;10924;15.9;6.3
46;2021-03-30;767;365;28255;11289;16.3;6.5
46;2021-03-31;865;421;29120;11710;16.8;6.8
46;2021-04-01;1172;351;30292;12061;17.5;7.0
46;2021-04-02;922;396;31214;12457;18.0;7.2
46;2021-04-03;167;166;31381;12623;18.1;7.3
46;2021-04-04;0;71;31381;12694;18.1;7.3
46;2021-04-05;3;0;31384;12694;18.1;7.3
46;2021-04-06;544;517;31928;13211;18.4;7.6
46;2021-04-07;785;646;32713;13857;18.9;8.0
46;2021-04-08;960;542;33673;14399;19.4;8.3
46;2021-04-09;1018;506;34691;14905;20.0;8.6
46;2021-04-10;506;211;35197;15116;20.3;8.7
46;2021-04-11;232;1;35429;15117;20.5;8.7
46;2021-04-12;845;547;36274;15664;20.9;9.0
46;2021-04-13;1186;721;37460;16385;21.6;9.5
46;2021-04-14;1533;615;38993;17000;22.5;9.8
46;2021-04-15;1505;665;40498;17665;23.4;10.2
46;2021-04-16;1584;566;42082;18231;24.3;10.5
46;2021-04-17;995;137;43077;18368;24.9;10.6
46;2021-04-18;517;10;43594;18378;25.2;10.6
46;2021-04-19;1070;573;44664;18951;25.8;10.9
46;2021-04-20;1229;734;45893;19685;26.5;11.4
46;2021-04-21;1230;714;47123;20399;27.2;11.8
46;2021-04-22;1391;730;48514;21129;28.0;12.2
46;2021-04-23;1132;733;49646;21862;28.7;12.6
46;2021-04-24;472;19;50118;21881;28.9;12.6
46;2021-04-25;351;11;50469;21892;29.1;12.6
46;2021-04-26;852;730;51321;22622;29.6;13.1
46;2021-04-27;1221;668;52542;23290;30.3;13.4
46;2021-04-28;1289;669;53831;23959;31.1;13.8
46;2021-04-29;1417;527;55248;24486;31.9;14.1
46;2021-04-30;1438;569;56686;25055;32.7;14.5
46;2021-05-01;697;74;57383;25129;33.1;14.5
46;2021-05-02;346;4;57729;25133;33.3;14.5
46;2021-05-03;853;570;58582;25703;33.8;14.8
46;2021-05-04;1037;1063;59619;26766;34.4;15.5
46;2021-05-05;1373;790;60992;27556;35.2;15.9
46;2021-05-06;1377;743;62369;28299;36.0;16.3
46;2021-05-07;1396;791;63765;29090;36.8;16.8
46;2021-05-08;280;412;64045;29502;37.0;17.0
46;2021-05-09;23;225;64068;29727;37.0;17.2
46;2021-05-10;515;1137;64583;30864;37.3;17.8
46;2021-05-11;1031;1256;65614;32120;37.9;18.5
46;2021-05-12;993;1564;66607;33684;38.5;19.5
46;2021-05-13;598;143;67205;33827;38.8;19.5
46;2021-05-14;958;1097;68163;34924;39.4;20.2
46;2021-05-15;254;654;68417;35578;39.5;20.5
46;2021-05-16;77;297;68494;35875;39.6;20.7
46;2021-05-17;652;960;69146;36835;39.9;21.3
46;2021-05-18;1402;1025;70548;37860;40.7;21.9
46;2021-05-19;1305;904;71853;38764;41.5;22.4
46;2021-05-20;1453;813;73306;39577;42.3;22.9
46;2021-05-21;997;1158;74303;40735;42.9;23.5
46;2021-05-22;146;369;74449;41104;43.0;23.7
46;2021-05-23;451;26;74900;41130;43.3;23.8
46;2021-05-24;411;113;75311;41243;43.5;23.8
46;2021-05-25;960;1333;76271;42576;44.0;24.6
46;2021-05-26;1237;1149;77508;43725;44.8;25.3
46;2021-05-27;1431;1195;78939;44920;45.6;25.9
46;2021-05-28;1428;1211;80367;46131;46.4;26.6
46;2021-05-29;1049;397;81416;46528;47.0;26.9
46;2021-05-30;409;39;81825;46567;47.3;26.9
46;2021-05-31;968;976;82793;47543;47.8;27.5
46;2021-06-01;1277;999;84070;48542;48.5;28.0
46;2021-06-02;1319;1116;85389;49658;49.3;28.7
46;2021-06-03;1415;1012;86804;50670;50.1;29.3
46;2021-06-04;1330;977;88134;51647;50.9;29.8
46;2021-06-05;381;414;88515;52061;51.1;30.1
46;2021-06-06;209;96;88724;52157;51.2;30.1
46;2021-06-07;814;617;89538;52774;51.7;30.5
46;2021-06-08;1020;896;90558;53670;52.3;31.0
46;2021-06-09;1505;974;92063;54644;53.2;31.6
46;2021-06-10;981;852;93044;55496;53.7;32.0
46;2021-06-11;969;1322;94013;56818;54.3;32.8
46;2021-06-12;459;549;94472;57367;54.6;33.1
46;2021-06-13;27;86;94499;57453;54.6;33.2
46;2021-06-14;593;1138;95092;58591;54.9;33.8
46;2021-06-15;751;1247;95843;59838;55.3;34.6
46;2021-06-16;1002;1113;96845;60951;55.9;35.2
46;2021-06-17;527;897;97372;61848;56.2;35.7
46;2021-06-18;656;1253;98028;63101;56.6;36.4
46;2021-06-19;457;313;98485;63414;56.9;36.6
46;2021-06-20;39;161;98524;63575;56.9;36.7
46;2021-06-21;429;946;98953;64521;57.1;37.3
46;2021-06-22;350;1177;99303;65698;57.3;37.9
46;2021-06-23;519;1075;99822;66773;57.6;38.6
46;2021-06-24;251;820;100073;67593;57.8;39.0
46;2021-06-25;491;1118;100564;68711;58.1;39.7
46;2021-06-26;398;553;100962;69264;58.3;40.0
46;2021-06-27;3;4;100965;69268;58.3;40.0
46;2021-06-28;315;1341;101280;70609;58.5;40.8
46;2021-06-29;375;1680;101655;72289;58.7;41.7
46;2021-06-30;509;1577;102164;73866;59.0;42.7
46;2021-07-01;487;1153;102651;75019;59.3;43.3
46;2021-07-02;455;1087;103106;76106;59.5;43.9
46;2021-07-03;120;454;103226;76560;59.6;44.2
46;2021-07-04;57;127;103283;76687;59.6;44.3
46;2021-07-05;347;1185;103630;77872;59.8;45.0
46;2021-07-06;449;1457;104079;79329;60.1;45.8
46;2021-07-07;583;1728;104662;81057;60.4;46.8
46;2021-07-08;340;1164;105002;82221;60.6;47.5
46;2021-07-09;395;1706;105397;83927;60.9;48.5
46;2021-07-10;285;1039;105682;84966;61.0;49.1
46;2021-07-11;15;375;105697;85341;61.0;49.3
46;2021-07-12;248;1259;105945;86600;61.2;50.0
46;2021-07-13;626;1670;106571;88270;61.5;51.0
46;2021-07-14;73;144;106644;88414;61.6;51.1
46;2021-07-15;917;1464;107561;89878;62.1;51.9
46;2021-07-16;766;1394;108327;91272;62.6;52.7
46;2021-07-17;364;539;108691;91811;62.8;53.0
46;2021-07-18;2;0;108693;91811;62.8;53.0
46;2021-07-19;729;1188;109422;92999;63.2;53.7
46;2021-07-20;983;1438;110405;94437;63.8;54.5
46;2021-07-21;1001;1379;111406;95816;64.3;55.3
46;2021-07-22;1404;1118;112810;96934;65.1;56.0
46;2021-07-23;768;1322;113578;98256;65.6;56.7
46;2021-07-24;957;665;114535;98921;66.1;57.1
46;2021-07-25;136;17;114671;98938;66.2;57.1
46;2021-07-26;881;878;115552;99816;66.7;57.6
46;2021-07-27;1220;978;116772;100794;67.4;58.2
46;2021-07-28;1284;1114;118056;101908;68.2;58.8
46;2021-07-29;1580;849;119636;102757;69.1;59.3
46;2021-07-30;1933;956;121569;103713;70.2;59.9
46;2021-07-31;958;662;122527;104375;70.8;60.3
46;2021-08-01;12;3;122539;104378;70.8;60.3
46;2021-08-02;974;591;123513;104969;71.3;60.6
46;2021-08-03;1365;679;124878;105648;72.1;61.0
46;2021-08-04;1735;586;126613;106234;73.1;61.3
46;2021-08-05;1382;843;127995;107077;73.9;61.8
46;2021-08-06;1422;848;129417;107925;74.7;62.3
46;2021-08-07;707;544;130124;108469;75.1;62.6
46;2021-08-08;152;66;130276;108535;75.2;62.7
46;2021-08-09;1018;694;131294;109229;75.8;63.1
46;2021-08-10;1206;892;132500;110121;76.5;63.6
46;2021-08-11;1260;1064;133760;111185;77.2;64.2
46;2021-08-12;990;800;134750;111985;77.8;64.7
46;2021-08-13;953;1005;135703;112990;78.4;65.2
46;2021-08-14;588;774;136291;113764;78.7;65.7
46;2021-08-15;8;27;136299;113791;78.7;65.7
46;2021-08-16;795;811;137094;114602;79.2;66.2
46;2021-08-17;889;1288;137983;115890;79.7;66.9
46;2021-08-18;770;1051;138753;116941;80.1;67.5
46;2021-08-19;673;1362;139426;118303;80.5;68.3
46;2021-08-20;520;1557;139946;119860;80.8;69.2
46;2021-08-21;378;649;140324;120509;81.0;69.6
46;2021-08-22;2;31;140326;120540;81.0;69.6
46;2021-08-23;424;1205;140750;121745;81.3;70.3
46;2021-08-24;555;1338;141305;123083;81.6;71.1
46;2021-08-25;530;1398;141835;124481;81.9;71.9
46;2021-08-26;392;1095;142227;125576;82.1;72.5
46;2021-08-27;436;1912;142663;127488;82.4;73.6
46;2021-08-28;272;653;142935;128141;82.5;74.0
46;2021-08-29;5;11;142940;128152;82.5;74.0
46;2021-08-30;295;1112;143235;129264;82.7;74.6
46;2021-08-31;340;1239;143575;130503;82.9;75.4
46;2021-09-01;393;1083;143968;131586;83.1;76.0
46;2021-09-02;271;963;144239;132549;83.3;76.5
46;2021-09-03;322;1155;144561;133704;83.5;77.2
46;2021-09-04;188;635;144749;134339;83.6;77.6
46;2021-09-05;8;15;144757;134354;83.6;77.6
46;2021-09-06;219;655;144976;135009;83.7;78.0
46;2021-09-07;252;683;145228;135692;83.9;78.4
46;2021-09-08;277;798;145505;136490;84.0;78.8
46;2021-09-09;203;530;145708;137020;84.1;79.1
46;2021-09-10;277;851;145985;137871;84.3;79.6
46;2021-09-11;151;354;146136;138225;84.4;79.8
46;2021-09-12;8;22;146144;138247;84.4;79.8
46;2021-09-13;179;503;146323;138750;84.5;80.1
46;2021-09-14;267;403;146590;139153;84.7;80.4
46;2021-09-15;257;677;146847;139830;84.8;80.7
46;2021-09-16;132;265;146979;140095;84.9;80.9
46;2021-09-17;234;555;147213;140650;85.0;81.2
46;2021-09-18;100;364;147313;141014;85.1;81.4
46;2021-09-19;3;9;147316;141023;85.1;81.4
46;2021-09-20;70;350;147386;141373;85.1;81.6
46;2021-09-21;70;238;147456;141611;85.2;81.8
46;2021-09-22;128;482;147584;142093;85.2;82.1
46;2021-09-23;83;226;147667;142319;85.3;82.2
46;2021-09-24;77;401;147744;142720;85.3;82.4
46;2021-09-25;69;221;147813;142941;85.4;82.5
46;2021-09-26;3;8;147816;142949;85.4;82.6
46;2021-09-27;76;229;147892;143178;85.4;82.7
46;2021-09-28;48;225;147940;143403;85.4;82.8
46;2021-09-29;84;291;148024;143694;85.5;83.0
46;2021-09-30;63;146;148087;143840;85.5;83.1
46;2021-10-01;102;296;148189;144136;85.6;83.2
46;2021-10-02;80;191;148269;144327;85.6;83.3
46;2021-10-03;0;0;148269;144327;85.6;83.3
46;2021-10-04;63;189;148332;144516;85.7;83.5
46;2021-10-05;66;220;148398;144736;85.7;83.6
46;2021-10-06;72;219;148470;144955;85.7;83.7
46;2021-10-07;61;177;148531;145132;85.8;83.8
46;2021-10-08;123;267;148654;145399;85.8;84.0
46;2021-10-09;71;139;148725;145538;85.9;84.0
46;2021-10-10;4;7;148729;145545;85.9;84.0
46;2021-10-11;57;132;148786;145677;85.9;84.1
46;2021-10-12;40;71;148826;145748;85.9;84.2
46;2021-10-13;75;154;148901;145902;86.0;84.3
46;2021-10-14;55;113;148956;146015;86.0;84.3
46;2021-10-15;91;188;149047;146203;86.1;84.4
46;2021-10-16;56;109;149103;146312;86.1;84.5
46;2021-10-17;1;9;149104;146321;86.1;84.5
47;2020-12-27;0;0;0;0;0.0;0.0
47;2020-12-28;0;0;0;0;0.0;0.0
47;2020-12-29;0;0;0;0;0.0;0.0
47;2020-12-30;0;0;0;0;0.0;0.0
47;2020-12-31;0;0;0;0;0.0;0.0
47;2021-01-01;4;0;4;0;0.0;0.0
47;2021-01-02;0;0;4;0;0.0;0.0
47;2021-01-03;0;0;4;0;0.0;0.0
47;2021-01-04;0;0;4;0;0.0;0.0
47;2021-01-05;1;0;5;0;0.0;0.0
47;2021-01-06;0;0;5;0;0.0;0.0
47;2021-01-07;71;1;76;1;0.0;0.0
47;2021-01-08;314;0;390;1;0.1;0.0
47;2021-01-09;113;0;503;1;0.2;0.0
47;2021-01-10;0;0;503;1;0.2;0.0
47;2021-01-11;249;1;752;2;0.2;0.0
47;2021-01-12;327;0;1079;2;0.3;0.0
47;2021-01-13;349;0;1428;2;0.4;0.0
47;2021-01-14;370;4;1798;6;0.5;0.0
47;2021-01-15;287;2;2085;8;0.6;0.0
47;2021-01-16;176;4;2261;12;0.7;0.0
47;2021-01-17;0;0;2261;12;0.7;0.0
47;2021-01-18;487;2;2748;14;0.8;0.0
47;2021-01-19;468;3;3216;17;1.0;0.0
47;2021-01-20;518;1;3734;18;1.1;0.0
47;2021-01-21;586;1;4320;19;1.3;0.0
47;2021-01-22;471;1;4791;20;1.5;0.0
47;2021-01-23;390;0;5181;20;1.6;0.0
47;2021-01-24;0;0;5181;20;1.6;0.0
47;2021-01-25;434;0;5615;20;1.7;0.0
47;2021-01-26;792;7;6407;27;1.9;0.0
47;2021-01-27;731;1;7138;28;2.2;0.0
47;2021-01-28;575;67;7713;95;2.3;0.0
47;2021-01-29;461;170;8174;265;2.5;0.1
47;2021-01-30;301;39;8475;304;2.6;0.1
47;2021-01-31;0;0;8475;304;2.6;0.1
47;2021-02-01;372;117;8847;421;2.7;0.1
47;2021-02-02;759;316;9606;737;2.9;0.2
47;2021-02-03;426;163;10032;900;3.0;0.3
47;2021-02-04;370;317;10402;1217;3.1;0.4
47;2021-02-05;300;309;10702;1526;3.2;0.5
47;2021-02-06;297;99;10999;1625;3.3;0.5
47;2021-02-07;0;0;10999;1625;3.3;0.5
47;2021-02-08;183;285;11182;1910;3.4;0.6
47;2021-02-09;231;258;11413;2168;3.5;0.7
47;2021-02-10;254;245;11667;2413;3.5;0.7
47;2021-02-11;356;378;12023;2791;3.6;0.8
47;2021-02-12;243;412;12266;3203;3.7;1.0
47;2021-02-13;226;111;12492;3314;3.8;1.0
47;2021-02-14;0;0;12492;3314;3.8;1.0
47;2021-02-15;194;381;12686;3695;3.8;1.1
47;2021-02-16;303;588;12989;4283;3.9;1.3
47;2021-02-17;326;455;13315;4738;4.0;1.4
47;2021-02-18;201;597;13516;5335;4.1;1.6
47;2021-02-19;193;365;13709;5700;4.2;1.7
47;2021-02-20;117;268;13826;5968;4.2;1.8
47;2021-02-21;0;0;13826;5968;4.2;1.8
47;2021-02-22;75;406;13901;6374;4.2;1.9
47;2021-02-23;149;651;14050;7025;4.3;2.1
47;2021-02-24;261;564;14311;7589;4.3;2.3
47;2021-02-25;304;412;14615;8001;4.4;2.4
47;2021-02-26;467;323;15082;8324;4.6;2.5
47;2021-02-27;324;213;15406;8537;4.7;2.6
47;2021-02-28;0;0;15406;8537;4.7;2.6
47;2021-03-01;124;398;15530;8935;4.7;2.7
47;2021-03-02;199;366;15729;9301;4.8;2.8
47;2021-03-03;244;350;15973;9651;4.8;2.9
47;2021-03-04;593;333;16566;9984;5.0;3.0
47;2021-03-05;845;287;17411;10271;5.3;3.1
47;2021-03-06;506;194;17917;10465;5.4;3.2
47;2021-03-07;331;6;18248;10471;5.5;3.2
47;2021-03-08;459;226;18707;10697;5.7;3.2
47;2021-03-09;508;494;19215;11191;5.8;3.4
47;2021-03-10;666;301;19881;11492;6.0;3.5
47;2021-03-11;940;383;20821;11875;6.3;3.6
47;2021-03-12;1373;301;22194;12176;6.7;3.7
47;2021-03-13;950;110;23144;12286;7.0;3.7
47;2021-03-14;51;0;23195;12286;7.0;3.7
47;2021-03-15;593;163;23788;12449;7.2;3.8
47;2021-03-16;750;178;24538;12627;7.4;3.8
47;2021-03-17;861;213;25399;12840;7.7;3.9
47;2021-03-18;917;177;26316;13017;8.0;3.9
47;2021-03-19;1272;129;27588;13146;8.4;4.0
47;2021-03-20;1088;60;28676;13206;8.7;4.0
47;2021-03-21;344;1;29020;13207;8.8;4.0
47;2021-03-22;1009;96;30029;13303;9.1;4.0
47;2021-03-23;1146;149;31175;13452;9.4;4.1
47;2021-03-24;1214;133;32389;13585;9.8;4.1
47;2021-03-25;1567;156;33956;13741;10.3;4.2
47;2021-03-26;1882;202;35838;13943;10.8;4.2
47;2021-03-27;980;131;36818;14074;11.1;4.3
47;2021-03-28;699;6;37517;14080;11.4;4.3
47;2021-03-29;1511;82;39028;14162;11.8;4.3
47;2021-03-30;1645;128;40673;14290;12.3;4.3
47;2021-03-31;1605;157;42278;14447;12.8;4.4
47;2021-04-01;1682;270;43960;14717;13.3;4.5
47;2021-04-02;1932;458;45892;15175;13.9;4.6
47;2021-04-03;1202;184;47094;15359;14.3;4.6
47;2021-04-04;475;13;47569;15372;14.4;4.7
47;2021-04-05;1297;61;48866;15433;14.8;4.7
47;2021-04-06;1386;390;50252;15823;15.2;4.8
47;2021-04-07;1698;598;51950;16421;15.7;5.0
47;2021-04-08;1834;479;53784;16900;16.3;5.1
47;2021-04-09;2085;547;55869;17447;16.9;5.3
47;2021-04-10;1565;326;57434;17773;17.4;5.4
47;2021-04-11;530;9;57964;17782;17.5;5.4
47;2021-04-12;1438;619;59402;18401;18.0;5.6
47;2021-04-13;1813;765;61215;19166;18.5;5.8
47;2021-04-14;1750;722;62965;19888;19.1;6.0
47;2021-04-15;2012;849;64977;20737;19.7;6.3
47;2021-04-16;1767;898;66744;21635;20.2;6.5
47;2021-04-17;1471;968;68215;22603;20.7;6.8
47;2021-04-18;23;0;68238;22603;20.7;6.8
47;2021-04-19;1331;932;69569;23535;21.1;7.1
47;2021-04-20;1625;910;71194;24445;21.6;7.4
47;2021-04-21;1623;775;72817;25220;22.0;7.6
47;2021-04-22;1880;1059;74697;26279;22.6;8.0
47;2021-04-23;1729;1077;76426;27356;23.1;8.3
47;2021-04-24;1549;807;77975;28163;23.6;8.5
47;2021-04-25;242;345;78217;28508;23.7;8.6
47;2021-04-26;1491;1366;79708;29874;24.1;9.0
47;2021-04-27;1921;1476;81629;31350;24.7;9.5
47;2021-04-28;2090;1595;83719;32945;25.3;10.0
47;2021-04-29;2532;1514;86251;34459;26.1;10.4
47;2021-04-30;2044;1780;88295;36239;26.7;11.0
47;2021-05-01;2263;986;90558;37225;27.4;11.3
47;2021-05-02;21;358;90579;37583;27.4;11.4
47;2021-05-03;1596;1422;92175;39005;27.9;11.8
47;2021-05-04;1645;1732;93820;40737;28.4;12.3
47;2021-05-05;1926;1643;95746;42380;29.0;12.8
47;2021-05-06;2105;1509;97851;43889;29.6;13.3
47;2021-05-07;2001;1623;99852;45512;30.2;13.8
47;2021-05-08;2097;464;101949;45976;30.9;13.9
47;2021-05-09;24;359;101973;46335;30.9;14.0
47;2021-05-10;1202;1672;103175;48007;31.2;14.5
47;2021-05-11;2172;1987;105347;49994;31.9;15.1
47;2021-05-12;2624;1451;107971;51445;32.7;15.6
47;2021-05-13;2380;656;110351;52101;33.4;15.8
47;2021-05-14;2061;859;112412;52960;34.0;16.0
47;2021-05-15;1934;865;114346;53825;34.6;16.3
47;2021-05-16;367;9;114713;53834;34.7;16.3
47;2021-05-17;1884;1124;116597;54958;35.3;16.6
47;2021-05-18;2359;1140;118956;56098;36.0;17.0
47;2021-05-19;2344;759;121300;56857;36.7;17.2
47;2021-05-20;2589;973;123889;57830;37.5;17.5
47;2021-05-21;1538;1134;125427;58964;38.0;17.8
47;2021-05-22;2369;839;127796;59803;38.7;18.1
47;2021-05-23;25;186;127821;59989;38.7;18.2
47;2021-05-24;1549;237;129370;60226;39.2;18.2
47;2021-05-25;1481;1318;130851;61544;39.6;18.6
47;2021-05-26;1599;1091;132450;62635;40.1;19.0
47;2021-05-27;1944;1269;134394;63904;40.7;19.3
47;2021-05-28;1459;1537;135853;65441;41.1;19.8
47;2021-05-29;1153;1124;137006;66565;41.5;20.2
47;2021-05-30;12;45;137018;66610;41.5;20.2
47;2021-05-31;1868;1424;138886;68034;42.0;20.6
47;2021-06-01;1921;1344;140807;69378;42.6;21.0
47;2021-06-02;2100;1332;142907;70710;43.3;21.4
47;2021-06-03;2486;1614;145393;72324;44.0;21.9
47;2021-06-04;1965;2118;147358;74442;44.6;22.5
47;2021-06-05;1640;1475;148998;75917;45.1;23.0
47;2021-06-06;211;70;149209;75987;45.2;23.0
47;2021-06-07;1659;2238;150868;78225;45.7;23.7
47;2021-06-08;1629;1904;152497;80129;46.2;24.3
47;2021-06-09;1824;2124;154321;82253;46.7;24.9
47;2021-06-10;2377;1620;156698;83873;47.4;25.4
47;2021-06-11;1826;2101;158524;85974;48.0;26.0
47;2021-06-12;1351;2102;159875;88076;48.4;26.7
47;2021-06-13;4;10;159879;88086;48.4;26.7
47;2021-06-14;1281;2444;161160;90530;48.8;27.4
47;2021-06-15;1464;2033;162624;92563;49.2;28.0
47;2021-06-16;1203;2189;163827;94752;49.6;28.7
47;2021-06-17;1658;1524;165485;96276;50.1;29.1
47;2021-06-18;1439;2496;166924;98772;50.5;29.9
47;2021-06-19;1542;2453;168466;101225;51.0;30.6
47;2021-06-20;5;33;168471;101258;51.0;30.7
47;2021-06-21;1136;2513;169607;103771;51.3;31.4
47;2021-06-22;762;2507;170369;106278;51.6;32.2
47;2021-06-23;999;2015;171368;108293;51.9;32.8
47;2021-06-24;1211;1937;172579;110230;52.2;33.4
47;2021-06-25;1006;2608;173585;112838;52.5;34.2
47;2021-06-26;986;2789;174571;115627;52.8;35.0
47;2021-06-27;16;349;174587;115976;52.9;35.1
47;2021-06-28;875;2409;175462;118385;53.1;35.8
47;2021-06-29;797;2313;176259;120698;53.4;36.5
47;2021-06-30;730;2303;176989;123001;53.6;37.2
47;2021-07-01;923;2107;177912;125108;53.9;37.9
47;2021-07-02;885;2274;178797;127382;54.1;38.6
47;2021-07-03;726;3042;179523;130424;54.3;39.5
47;2021-07-04;34;12;179557;130436;54.4;39.5
47;2021-07-05;978;2147;180535;132583;54.7;40.1
47;2021-07-06;1007;1957;181542;134540;55.0;40.7
47;2021-07-07;1298;2064;182840;136604;55.3;41.4
47;2021-07-08;1143;2193;183983;138797;55.7;42.0
47;2021-07-09;1047;2405;185030;141202;56.0;42.7
47;2021-07-10;951;2131;185981;143333;56.3;43.4
47;2021-07-11;1;6;185982;143339;56.3;43.4
47;2021-07-12;556;2580;186538;145919;56.5;44.2
47;2021-07-13;1094;2585;187632;148504;56.8;45.0
47;2021-07-14;1165;1577;188797;150081;57.2;45.4
47;2021-07-15;1717;3135;190514;153216;57.7;46.4
47;2021-07-16;1722;2677;192236;155893;58.2;47.2
47;2021-07-17;1201;2458;193437;158351;58.6;47.9
47;2021-07-18;36;188;193473;158539;58.6;48.0
47;2021-07-19;1113;2561;194586;161100;58.9;48.8
47;2021-07-20;1638;2342;196224;163442;59.4;49.5
47;2021-07-21;2192;2240;198416;165682;60.1;50.2
47;2021-07-22;2157;2298;200573;167980;60.7;50.9
47;2021-07-23;2124;2251;202697;170231;61.4;51.5
47;2021-07-24;1114;1915;203811;172146;61.7;52.1
47;2021-07-25;20;1;203831;172147;61.7;52.1
47;2021-07-26;1236;1946;205067;174093;62.1;52.7
47;2021-07-27;2123;1634;207190;175727;62.7;53.2
47;2021-07-28;1880;1606;209070;177333;63.3;53.7
47;2021-07-29;2340;1606;211410;178939;64.0;54.2
47;2021-07-30;1865;1628;213275;180567;64.6;54.7
47;2021-07-31;1486;1668;214761;182235;65.0;55.2
47;2021-08-01;18;8;214779;182243;65.0;55.2
47;2021-08-02;2053;1219;216832;183462;65.6;55.5
47;2021-08-03;2159;1105;218991;184567;66.3;55.9
47;2021-08-04;2192;1528;221183;186095;67.0;56.3
47;2021-08-05;2407;1447;223590;187542;67.7;56.8
47;2021-08-06;1999;1841;225589;189383;68.3;57.3
47;2021-08-07;1628;1418;227217;190801;68.8;57.8
47;2021-08-08;24;22;227241;190823;68.8;57.8
47;2021-08-09;1883;1214;229124;192037;69.4;58.1
47;2021-08-10;1919;1297;231043;193334;69.9;58.5
47;2021-08-11;1804;1401;232847;194735;70.5;59.0
47;2021-08-12;2059;1340;234906;196075;71.1;59.4
47;2021-08-13;1424;1668;236330;197743;71.5;59.9
47;2021-08-14;1349;1443;237679;199186;72.0;60.3
47;2021-08-15;11;18;237690;199204;72.0;60.3
47;2021-08-16;1436;1446;239126;200650;72.4;60.7
47;2021-08-17;1124;1685;240250;202335;72.7;61.3
47;2021-08-18;1181;1714;241431;204049;73.1;61.8
47;2021-08-19;1039;1813;242470;205862;73.4;62.3
47;2021-08-20;972;1708;243442;207570;73.7;62.8
47;2021-08-21;829;1277;244271;208847;73.9;63.2
47;2021-08-22;19;31;244290;208878;74.0;63.2
47;2021-08-23;615;1827;244905;210705;74.1;63.8
47;2021-08-24;811;1622;245716;212327;74.4;64.3
47;2021-08-25;811;1787;246527;214114;74.6;64.8
47;2021-08-26;741;2080;247268;216194;74.9;65.4
47;2021-08-27;700;1979;247968;218173;75.1;66.0
47;2021-08-28;568;1670;248536;219843;75.2;66.6
47;2021-08-29;2;16;248538;219859;75.2;66.6
47;2021-08-30;459;1908;248997;221767;75.4;67.1
47;2021-08-31;583;1793;249580;223560;75.6;67.7
47;2021-09-01;422;1956;250002;225516;75.7;68.3
47;2021-09-02;436;1945;250438;227461;75.8;68.9
47;2021-09-03;504;1844;250942;229305;76.0;69.4
47;2021-09-04;479;1743;251421;231048;76.1;69.9
47;2021-09-05;12;35;251433;231083;76.1;70.0
47;2021-09-06;344;1251;251777;232334;76.2;70.3
47;2021-09-07;478;1114;252255;233448;76.4;70.7
47;2021-09-08;419;1484;252674;234932;76.5;71.1
47;2021-09-09;423;1098;253097;236030;76.6;71.5
47;2021-09-10;473;1163;253570;237193;76.8;71.8
47;2021-09-11;438;1373;254008;238566;76.9;72.2
47;2021-09-12;5;6;254013;238572;76.9;72.2
47;2021-09-13;256;731;254269;239303;77.0;72.4
47;2021-09-14;403;797;254672;240100;77.1;72.7
47;2021-09-15;357;940;255029;241040;77.2;73.0
47;2021-09-16;324;560;255353;241600;77.3;73.1
47;2021-09-17;399;646;255752;242246;77.4;73.3
47;2021-09-18;263;955;256015;243201;77.5;73.6
47;2021-09-19;4;4;256019;243205;77.5;73.6
47;2021-09-20;166;470;256185;243675;77.6;73.8
