COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;200065589;CC Val ès Dunes;CHAR;9
CODGEO;Code géographique;Code géographique;200065597;CU Caen la Mer;CHAR;9
CODGEO;Code géographique;Code géographique;200065647;CA Pays de Montbéliard Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200065787;CC de Pont-Audemer / Val de Risle;CHAR;9
CODGEO;Code géographique;Code géographique;200065886;CA Loire Forez Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200065894;CC de Forez-Est;CHAR;9
CODGEO;Code géographique;Code géographique;200065928;CA Lannion-Trégor Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200066009;CA Mulhouse Alsace Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200066017;CC Lieuvin Pays d'Auge;CHAR;9
CODGEO;Code géographique;Code géographique;200066025;CC Pays Rhin - Brisach;CHAR;9
CODGEO;Code géographique;Code géographique;200066033;CC Sud Alsace Largue;CHAR;9
CODGEO;Code géographique;Code géographique;200066041;CC Sundgau;CHAR;9
CODGEO;Code géographique;Code géographique;200066058;CA Saint-Louis Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200066108;CC des Portes de Meuse;CHAR;9
CODGEO;Code géographique;Code géographique;200066116;CC Argonne-Meuse;CHAR;9
CODGEO;Code géographique;Code géographique;200066124;CA Gaillac-Graulhet;CHAR;9
CODGEO;Code géographique;Code géographique;200066132;CC du Pays de Stenay et du Val Dunois;CHAR;9
CODGEO;Code géographique;Code géographique;200066140;CC de l'Aire à l'Argonne;CHAR;9
CODGEO;Code géographique;Code géographique;200066157;CC de Commercy - Void - Vaucouleurs;CHAR;9
CODGEO;Code géographique;Code géographique;200066165;CC Val de Meuse - Voie Sacrée;CHAR;9
CODGEO;Code géographique;Code géographique;200066173;CC de Damvillers Spincourt;CHAR;9
CODGEO;Code géographique;Code géographique;200066223;CC Arize Lèze;CHAR;9
CODGEO;Code géographique;Code géographique;200066231;CC des Portes d'Ariège Pyrénées;CHAR;9
CODGEO;Code géographique;Code géographique;200066280;CC du Pithiverais;CHAR;9
CODGEO;Code géographique;Code géographique;200066322;CC Terres des Confluences;CHAR;9
CODGEO;Code géographique;Code géographique;200066330;CC Terres du Haut Berry;CHAR;9
CODGEO;Code géographique;Code géographique;200066348;CC du Minervois au Caroux;CHAR;9
CODGEO;Code géographique;Code géographique;200066355;CA Sète Agglopôle Méditerranée;CHAR;9
CODGEO;Code géographique;Code géographique;200066363;CC de la Haute Ariège;CHAR;9
CODGEO;Code géographique;Code géographique;200066371;CC Causses et Vallée de la Dordogne;CHAR;9
CODGEO;Code géographique;Code géographique;200066389;CA Saint-Lô Agglo;CHAR;9
CODGEO;Code géographique;Code géographique;200066405;CC Roumois Seine;CHAR;9
CODGEO;Code géographique;Code géographique;200066413;CC Intercom Bernay Terres de Normandie;CHAR;9
CODGEO;Code géographique;Code géographique;200066462;CC Interco Normandie Sud Eure;CHAR;9
CODGEO;Code géographique;Code géographique;200066512;CC Élan Limousin Avenir Nature;CHAR;9
CODGEO;Code géographique;Code géographique;200066520;CC Ouest Limousin;CHAR;9
CODGEO;Code géographique;Code géographique;200066553;CC des Monts de Lacaune et de la Montagne du Haut Languedoc;CHAR;9
CODGEO;Code géographique;Code géographique;200066561;CC Sidobre Vals et Plateaux;CHAR;9
CODGEO;Code géographique;Code géographique;200066587;CC des Monts du Lyonnais;CHAR;9
CODGEO;Code géographique;Code géographique;200066603;CC du Pays de Lubersac-Pompadour;CHAR;9
CODGEO;Code géographique;Code géographique;200066637;CC Hautes Terres Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200066645;CC Vézère-Monédières-Millesources;CHAR;9
CODGEO;Code géographique;Code géographique;200066652;CC Grand Sud Tarn et Garonne;CHAR;9
CODGEO;Code géographique;Code géographique;200066660;CC Saint-Flour Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200066678;CC de la Châtaigneraie Cantalienne;CHAR;9
CODGEO;Code géographique;Code géographique;200066710;CC Cingal-Suisse Normande;CHAR;9
CODGEO;Code géographique;Code géographique;200066728;CC Vallées de l'Orne et de l'Odon;CHAR;9
CODGEO;Code géographique;Code géographique;200066744;CC Haute-Corrèze Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200066751;CC Xaintrie Val'Dordogne;CHAR;9
CODGEO;Code géographique;Code géographique;200066769;CC Midi Corrézien;CHAR;9
CODGEO;Code géographique;Code géographique;200066777;CC Ploërmel Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200066785;CC de l'Oust à Brocéliande;CHAR;9
CODGEO;Code géographique;Code géographique;200066793;CA du Grand Annecy;CHAR;9
CODGEO;Code géographique;Code géographique;200066801;CC Isigny-Omaha Intercom;CHAR;9
CODGEO;Code géographique;Code géographique;200066819;CC du Volvestre;CHAR;9
CODGEO;Code géographique;Code géographique;200066827;CC du Pays de Honfleur-Beuzeville;CHAR;9
CODGEO;Code géographique;Code géographique;200066835;CC de Sézanne-Sud Ouest Marnais;CHAR;9
CODGEO;Code géographique;Code géographique;200066850;CC des Paysages de la Champagne;CHAR;9
CODGEO;Code géographique;Code géographique;200066868;CC Presqu'île de Crozon-Aulne maritime;CHAR;9
CODGEO;Code géographique;Code géographique;200066876;CA de Châlons-en-Champagne;CHAR;9
CODGEO;Code géographique;Code géographique;200066884;CC Quercy Vert-Aveyron;CHAR;9
CODGEO;Code géographique;Code géographique;200066892;CC de Vendeuvre-Soulaines;CHAR;9
CODGEO;Code géographique;Code géographique;200066918;CA Alès Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200066926;CA Grand Auch Cœur de Gascogne;CHAR;9
CODGEO;Code géographique;Code géographique;200066975;CC Senlis Sud Oise;CHAR;9
CODGEO;Code géographique;Code géographique;200067023;CC Coutances Mer et Bocage;CHAR;9
CODGEO;Code géographique;Code géographique;200067031;CC Côte Ouest Centre Manche;CHAR;9
CODGEO;Code géographique;Code géographique;200067049;CC Spelunca-Liamone;CHAR;9
CODGEO;Code géographique;Code géographique;200067064;CC Decazeville Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200067072;CC Haut-Léon Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200067080;CC Chablis Villages et Terroirs;CHAR;9
CODGEO;Code géographique;Code géographique;200067106;CA du Pays Basque;CHAR;9
CODGEO;Code géographique;Code géographique;200067114;CA de l'Auxerrois;CHAR;9
CODGEO;Code géographique;Code géographique;200067122;CC Coteaux et Plaines du Pays Lafrançaisain;CHAR;9
CODGEO;Code géographique;Code géographique;200067130;CC de Puisaye-Forterre;CHAR;9
CODGEO;Code géographique;Code géographique;200067155;CC Saint Affricain, Roquefort, Sept Vallons;CHAR;9
CODGEO;Code géographique;Code géographique;200067163;CC Monts, Rance et Rougier;CHAR;9
CODGEO;Code géographique;Code géographique;200067171;CC Aubrac, Carladez et Viadène;CHAR;9
CODGEO;Code géographique;Code géographique;200067189;CC Creuse Sud Ouest;CHAR;9
CODGEO;Code géographique;Code géographique;200067197;CC Monts d'Arrée Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200067205;CA du Cotentin;CHAR;9
CODGEO;Code géographique;Code géographique;200067213;CU du Grand Reims;CHAR;9
CODGEO;Code géographique;Code géographique;200067221;CC Centre Morbihan Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200067239;CC des Luys en Béarn;CHAR;9
CODGEO;Code géographique;Code géographique;200067247;CC Pleyben-Châteaulin-Porzay;CHAR;9
CODGEO;Code géographique;Code géographique;200067254;CA Pau Béarn Pyrénées;CHAR;9
CODGEO;Code géographique;Code géographique;200067262;CC du Haut-Béarn;CHAR;9
CODGEO;Code géographique;Code géographique;200067288;CC du Béarn des Gaves;CHAR;9
CODGEO;Code géographique;Code géographique;200067296;CC du Nord Est Béarn;CHAR;9
CODGEO;Code géographique;Code géographique;200067304;CC Serein et Armance;CHAR;9
CODGEO;Code géographique;Code géographique;200067320;CC Serre-Ponçon Val d'Avance;CHAR;9
CODGEO;Code géographique;Code géographique;200067346;CA Pornic Agglo Pays de Retz;CHAR;9
CODGEO;Code géographique;Code géographique;200067361;CC Grand-Figeac;CHAR;9
CODGEO;Code géographique;Code géographique;200067379;CC Côtes de Champagne et Val de Saulx;CHAR;9
CODGEO;Code géographique;Code géographique;200067429;CC Haut Nivernais-Val d'Yonne;CHAR;9
CODGEO;Code géographique;Code géographique;200067437;CA Provence-Alpes-Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200067445;CC Buëch-Dévoluy;CHAR;9
CODGEO;Code géographique;Code géographique;200067452;CC du Guillestrois et du Queyras;CHAR;9
CODGEO;Code géographique;Code géographique;200067460;CC Loudéac Communauté - Bretagne Centre;CHAR;9
CODGEO;Code géographique;Code géographique;200067478;CC Comtal Lot et Truyère;CHAR;9
CODGEO;Code géographique;Code géographique;200067486;CC Bouzonvillois-Trois Frontières;CHAR;9
CODGEO;Code géographique;Code géographique;200067502;CA Saint-Avold Synergie;CHAR;9
CODGEO;Code géographique;Code géographique;200067544;CC Creuse Confluence;CHAR;9
CODGEO;Code géographique;Code géographique;200067551;CA Thonon Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200067593;CC Marche et Combraille en Aquitaine;CHAR;9
CODGEO;Code géographique;Code géographique;200067627;CC Billom Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200067635;CA Clisson Sèvre et Maine Agglo;CHAR;9
CODGEO;Code géographique;Code géographique;200067643;CC Meurthe, Mortagne, Moselle;CHAR;9
CODGEO;Code géographique;Code géographique;200067650;CC Houve-Pays Boulageois;CHAR;9
CODGEO;Code géographique;Code géographique;200067668;CC de la Cléry, du Betz et de l'Ouanne;CHAR;9
CODGEO;Code géographique;Code géographique;200067676;CC Canaux et Forêts en Gâtinais;CHAR;9
CODGEO;Code géographique;Code géographique;200067684;CA Épernay, Coteaux et Plaine de Champagne;CHAR;9
CODGEO;Code géographique;Code géographique;200067692;CC Tannay-Brinon-Corbigny;CHAR;9
CODGEO;Code géographique;Code géographique;200067700;CC Sud Nivernais;CHAR;9
CODGEO;Code géographique;Code géographique;200067742;CC Serre-Ponçon;CHAR;9
CODGEO;Code géographique;Code géographique;200067759;CC Vallées et Plateau d'Ardenne;CHAR;9
CODGEO;Code géographique;Code géographique;200067767;CC du Royans-Vercors;CHAR;9
CODGEO;Code géographique;Code géographique;200067783;CC de Hanau-La Petite Pierre;CHAR;9
CODGEO;Code géographique;Code géographique;200067791;CA Pays Foix-Varilhes;CHAR;9
CODGEO;Code géographique;Code géographique;200067817;CC Saône-Beaujolais;CHAR;9
CODGEO;Code géographique;Code géographique;200067825;CA Gap-Tallard-Durance;CHAR;9
CODGEO;Code géographique;Code géographique;200067841;CC de l'Alsace Bossue;CHAR;9
CODGEO;Code géographique;Code géographique;200067866;CC Sèvre et Loire;CHAR;9
CODGEO;Code géographique;Code géographique;200067874;CA de Haguenau;CHAR;9
CODGEO;Code géographique;Code géographique;200067882;CC Bazois Loire Morvan;CHAR;9
CODGEO;Code géographique;Code géographique;200067890;CC Morvan Sommets et Grands Lacs;CHAR;9
CODGEO;Code géographique;Code géographique;200067908;CC Amognes Cœur du Nivernais;CHAR;9
CODGEO;Code géographique;Code géographique;200067916;CC Cœur de Loire;CHAR;9
CODGEO;Code géographique;Code géographique;200067924;CC du Canton d'Erstein;CHAR;9
CODGEO;Code géographique;Code géographique;200067932;CA Golfe du Morbihan - Vannes Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200067940;CC Couserans-Pyrénées;CHAR;9
CODGEO;Code géographique;Code géographique;200067957;CC Haut Chemin-Pays de Pange;CHAR;9
CODGEO;Code géographique;Code géographique;200067965;CA de la Région de Compiègne et de la Basse Automne;CHAR;9
CODGEO;Code géographique;Code géographique;200067973;CC Thelloise;CHAR;9
CODGEO;Code géographique;Code géographique;200067981;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;CHAR;9
CODGEO;Code géographique;Code géographique;200067999;CA du Beauvaisis;CHAR;9
CODGEO;Code géographique;Code géographique;200068005;CC de l'Oise Picarde;CHAR;9
CODGEO;Code géographique;Code géographique;200068047;CA Creil Sud Oise;CHAR;9
CODGEO;Code géographique;Code géographique;200068070;CC Loue-Lison;CHAR;9
CODGEO;Code géographique;Code géographique;200068088;CC Les Bertranges;CHAR;9
CODGEO;Code géographique;Code géographique;200068096;CC Champsaur-Valgaudemar;CHAR;9
CODGEO;Code géographique;Code géographique;200068104;CA de la Provence Verte;CHAR;9
CODGEO;Code géographique;Code géographique;200068112;CC du Pays de Saverne;CHAR;9
CODGEO;Code géographique;Code géographique;200068120;CA Quimper Bretagne Occidentale;CHAR;9
CODGEO;Code géographique;Code géographique;200068146;CC Sarrebourg Moselle Sud;CHAR;9
CODGEO;Code géographique;Code géographique;200068229;CC des Baronnies en Drôme Provençale;CHAR;9
CODGEO;Code géographique;Code géographique;200068278;CC Berry Loire Puisaye;CHAR;9
CODGEO;Code géographique;Code géographique;200068294;CC des Deux Vallées Vertes;CHAR;9
CODGEO;Code géographique;Code géographique;200068369;CC de Mirecourt Dompaire;CHAR;9
CODGEO;Code géographique;Code géographique;200068377;CC de la Porte des Vosges Méridionales;CHAR;9
CODGEO;Code géographique;Code géographique;200068435;CC Cœur du Perche;CHAR;9
CODGEO;Code géographique;Code géographique;200068443;CC Andaine - Passais;CHAR;9
CODGEO;Code géographique;Code géographique;200068450;CC Argentan Intercom;CHAR;9
CODGEO;Code géographique;Code géographique;200068468;CC des Pays de L'Aigle;CHAR;9
CODGEO;Code géographique;Code géographique;200068484;CC des Causses à l'Aubrac;CHAR;9
CODGEO;Code géographique;Code géographique;200068500;CA de Cambrai;CHAR;9
CODGEO;Code géographique;Code géographique;200068534;CC Terroir de Caux;CHAR;9
CODGEO;Code géographique;Code géographique;200068542;CC Les Balcons du Dauphiné;CHAR;9
CODGEO;Code géographique;Code géographique;200068559;CC de l'Ouest Vosgien;CHAR;9
CODGEO;Code géographique;Code géographique;200068567;CC Les Vals du Dauphiné;CHAR;9
CODGEO;Code géographique;Code géographique;200068625;CC Alpes-Provence-Verdon - Sources de Lumière;CHAR;9
CODGEO;Code géographique;Code géographique;200068641;CA Le Muretain Agglo;CHAR;9
CODGEO;Code géographique;Code géographique;200068658;CA de Chaumont;CHAR;9
CODGEO;Code géographique;Code géographique;200068666;CA de Saint-Dizier Der et Blaise;CHAR;9
CODGEO;Code géographique;Code géographique;200068674;CA Grand Lac;CHAR;9
CODGEO;Code géographique;Code géographique;200068682;CC Terre d'Eau;CHAR;9
CODGEO;Code géographique;Code géographique;200068757;CA d'Épinal;CHAR;9
CODGEO;Code géographique;Code géographique;200068765;CC du Sisteronais-Buëch;CHAR;9
CODGEO;Code géographique;Code géographique;200068773;CC des Vosges côté Sud Ouest;CHAR;9
CODGEO;Code géographique;Code géographique;200068781;CA Valence Romans Agglo;CHAR;9
CODGEO;Code géographique;Code géographique;200068799;CC Intercom de la Vire au Noireau;CHAR;9
CODGEO;Code géographique;Code géographique;200068807;CC du Bassin Auterivain Haut-Garonnais;CHAR;9
CODGEO;Code géographique;Code géographique;200068815;CC Cœur de Garonne;CHAR;9
CODGEO;Code géographique;Code géographique;200068831;CC Pays Ségali Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200068856;CC des Hauts du Perche;CHAR;9
CODGEO;Code géographique;Code géographique;200068864;CC de la Mossig et du Vignoble;CHAR;9
CODGEO;Code géographique;Code géographique;200068872;CC Éguzon - Argenton - Vallée de la Creuse;CHAR;9
CODGEO;Code géographique;Code géographique;200068880;CC Champagne Boischauts;CHAR;9
CODGEO;Code géographique;Code géographique;200068914;CC La Rochefoucauld - Porte du Périgord;CHAR;9
CODGEO;Code géographique;Code géographique;200068922;CC du Confluent et des Coteaux de Prayssas;CHAR;9
CODGEO;Code géographique;Code géographique;200068930;CC Fumel Vallée du Lot;CHAR;9
CODGEO;Code géographique;Code géographique;200068948;CC Albret Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200068955;CC Anjou Loir et Sarthe;CHAR;9
CODGEO;Code géographique;Code géographique;200068963;CC Maine Cœur de Sarthe;CHAR;9
CODGEO;Code géographique;Code géographique;200068989;CA Dinan Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200068997;CA Arlysère;CHAR;9
CODGEO;Code géographique;Code géographique;200069003;CC du Barséquanais en Champagne;CHAR;9
CODGEO;Code géographique;Code géographique;200069029;CA des Deux Baies en Montreuillois;CHAR;9
CODGEO;Code géographique;Code géographique;200069037;CA du Pays de Saint-Omer;CHAR;9
CODGEO;Code géographique;Code géographique;200069052;CA Grand Belfort;CHAR;9
CODGEO;Code géographique;Code géographique;200069060;CC des Vosges du Sud;CHAR;9
CODGEO;Code géographique;Code géographique;200069086;CC Leff Armor Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200069094;CC Isle et Crempse-en-Périgord;CHAR;9
CODGEO;Code géographique;Code géographique;200069102;CC Randon - Margeride;CHAR;9
CODGEO;Code géographique;Code géographique;200069110;CA du Grand Chambéry;CHAR;9
CODGEO;Code géographique;Code géographique;200069128;CC Mont Lozère;CHAR;9
CODGEO;Code géographique;Code géographique;200069136;CC des Cévennes au Mont Lozère;CHAR;9
CODGEO;Code géographique;Code géographique;200069144;CC des Hautes Terres de l'Aubrac;CHAR;9
CODGEO;Code géographique;Code géographique;200069151;CC Gorges Causses Cévennes;CHAR;9
CODGEO;Code géographique;Code géographique;200069169;CC Dômes Sancy Artense;CHAR;9
CODGEO;Code géographique;Code géographique;200069177;CC Mond'Arverne Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200069185;CC des Terres d'Apcher-Margeride-Aubrac;CHAR;9
CODGEO;Code géographique;Code géographique;200069193;CC de la Dombes;CHAR;9
CODGEO;Code géographique;Code géographique;200069227;CC Pays Fort Sancerrois Val de Loire;CHAR;9
CODGEO;Code géographique;Code géographique;200069235;CC du Haut Pays du Montreuillois;CHAR;9
CODGEO;Code géographique;Code géographique;200069250;CA Troyes Champagne Métropole;CHAR;9
CODGEO;Code géographique;Code géographique;200069268;CC Aubrac Lot Causses Tarn;CHAR;9
CODGEO;Code géographique;Code géographique;200069300;CA Tarbes-Lourdes-Pyrénées;CHAR;9
CODGEO;Code géographique;Code géographique;200069383;CC Ouest Aveyron Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200069391;CA de Lamballe Terre et Mer;CHAR;9
CODGEO;Code géographique;Code géographique;200069409;CA Saint-Brieuc Armor Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200069417;CC Pays d'Orthe et Arrigans;CHAR;9
CODGEO;Code géographique;Code géographique;200069425;CA Mont-Saint-Michel-Normandie;CHAR;9
CODGEO;Code géographique;Code géographique;200069433;CC de Vezouze en Piémont;CHAR;9
CODGEO;Code géographique;Code géographique;200069441;CC du Pays de Bitche;CHAR;9
CODGEO;Code géographique;Code géographique;200069458;CC des Vallées d'Auge et du Merlerault;CHAR;9
CODGEO;Code géographique;Code géographique;200069482;CC des Campagnes de l'Artois;CHAR;9
CODGEO;Code géographique;Code géographique;200069516;CC Seulles Terre et Mer;CHAR;9
CODGEO;Code géographique;Code géographique;200069524;CC Pré-Bocage Intercom;CHAR;9
CODGEO;Code géographique;Code géographique;200069532;CA Lisieux Normandie;CHAR;9
CODGEO;Code géographique;Code géographique;200069540;CC Norge et Tille;CHAR;9
CODGEO;Code géographique;Code géographique;200069565;CC des Lacs et Montagnes du Haut-Doubs;CHAR;9
CODGEO;Code géographique;Code géographique;200069581;CC Convergence Garonne;CHAR;9
CODGEO;Code géographique;Code géographique;200069599;CC Rurales de l'Entre-deux-Mers;CHAR;9
CODGEO;Code géographique;Code géographique;200069615;CC Bresse Haute Seille;CHAR;9
CODGEO;Code géographique;Code géographique;200069623;CC Champagnole Nozeroy Jura;CHAR;9
CODGEO;Code géographique;Code géographique;200069631;CC Terres de Chalosse;CHAR;9
CODGEO;Code géographique;Code géographique;200069649;CC Chalosse Tursan;CHAR;9
CODGEO;Code géographique;Code géographique;200069656;CC Cœur Haute Lande;CHAR;9
CODGEO;Code géographique;Code géographique;200069664;CC Meuse Rognon;CHAR;9
CODGEO;Code géographique;Code géographique;200069672;CC du Ternois;CHAR;9
CODGEO;Code géographique;Code géographique;200069698;CC Mâconnais - Tournugeois;CHAR;9
CODGEO;Code géographique;Code géographique;200069722;CC Interrégionale Aumale - Blangy-sur-Bresle;CHAR;9
CODGEO;Code géographique;Code géographique;200069730;CC des Quatre Rivières;CHAR;9
CODGEO;Code géographique;Code géographique;200069748;CC Val de Gâtine;CHAR;9
CODGEO;Code géographique;Code géographique;200069755;CC Mellois-en-Poitou;CHAR;9
CODGEO;Code géographique;Code géographique;200069763;CC du Haut-Poitou;CHAR;9
CODGEO;Code géographique;Code géographique;200069821;CA Fécamp Caux Littoral Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200069839;CC de la Côte d'Albâtre;CHAR;9
CODGEO;Code géographique;Code géographique;200069847;CC Plateau de Caux-Doudeville-Yerville;CHAR;9
CODGEO;Code géographique;Code géographique;200069854;CU du Grand Poitiers;CHAR;9
CODGEO;Code géographique;Code géographique;200069912;CC des Forêts du Perche;CHAR;9
CODGEO;Code géographique;Code géographique;200069953;CC des Portes Euréliennes d'Île-de-France;CHAR;9
CODGEO;Code géographique;Code géographique;200069961;CC du Grand Châteaudun;CHAR;9
CODGEO;Code géographique;Code géographique;200069995;CC Médoc Cœur de Presqu'île;CHAR;9
CODGEO;Code géographique;Code géographique;200070035;CC du Civraisien en Poitou;CHAR;9
CODGEO;Code géographique;Code géographique;200070043;CC Vienne et Gartempe;CHAR;9
CODGEO;Code géographique;Code géographique;200070068;CC Communauté Bray-Eawy;CHAR;9
CODGEO;Code géographique;Code géographique;200070092;CA du Libournais;CHAR;9
CODGEO;Code géographique;Code géographique;200070100;CC du Val de Sully;CHAR;9
CODGEO;Code géographique;Code géographique;200070118;CC Val de Saône Centre;CHAR;9
CODGEO;Code géographique;Code géographique;200070126;CC Seine et Aube;CHAR;9
CODGEO;Code géographique;Code géographique;200070142;CC Lyons Andelle;CHAR;9
CODGEO;Code géographique;Code géographique;200070159;CC Cœur de Beauce;CHAR;9
CODGEO;Code géographique;Code géographique;200070167;CC Terres de Perche;CHAR;9
CODGEO;Code géographique;Code géographique;200070183;CC des Terres du Val de Loire;CHAR;9
CODGEO;Code géographique;Code géographique;200070233;CC Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière;CHAR;9
CODGEO;Code géographique;Code géographique;200070282;CC Lavalette Tude Dronne;CHAR;9
CODGEO;Code géographique;Code géographique;200070290;CC Coeur du Pays Haut;CHAR;9
CODGEO;Code géographique;Code géographique;200070308;CA Mâconnais Beaujolais Agglomération;CHAR;9
CODGEO;Code géographique;Code géographique;200070316;CC Entre Arroux, Loire et Somme;CHAR;9
CODGEO;Code géographique;Code géographique;200070324;CC du Territoire de Lunéville à Baccarat;CHAR;9
CODGEO;Code géographique;Code géographique;200070332;CC des Savoir-Faire;CHAR;9
CODGEO;Code géographique;Code géographique;200070340;CC Haute-Maurienne Vanoise;CHAR;9
CODGEO;Code géographique;Code géographique;200070365;CC Corbières Salanque Méditerranée;CHAR;9
CODGEO;Code géographique;Code géographique;200070373;CC Loir-Lucé-Bercé;CHAR;9
CODGEO;Code géographique;Code géographique;200070407;CA Pays d'Issoire;CHAR;9
CODGEO;Code géographique;Code géographique;200070431;CC Saint-Marcellin Vercors Isère Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200070449;CC Inter-Caux-Vexin;CHAR;9
CODGEO;Code géographique;Code géographique;200070464;CC Cœur de Maurienne Arvan;CHAR;9
CODGEO;Code géographique;Code géographique;200070506;CC Pays de Nexon Monts de Chalus;CHAR;9
CODGEO;Code géographique;Code géographique;200070514;CA du Grand Cognac;CHAR;9
CODGEO;Code géographique;Code géographique;200070530;CC du Grand Autunois Morvan;CHAR;9
CODGEO;Code géographique;Code géographique;200070548;CC La Clayette Chauffailles en Brionnais;CHAR;9
CODGEO;Code géographique;Code géographique;200070555;CC de la Veyle;CHAR;9
CODGEO;Code géographique;Code géographique;200070563;CC Terres Touloises;CHAR;9
CODGEO;Code géographique;Code géographique;200070571;CC Cœur de Berry;CHAR;9
CODGEO;Code géographique;Code géographique;200070589;CC de Seille et Grand Couronné;CHAR;9
CODGEO;Code géographique;Code géographique;200070647;CA Bergeracoise;CHAR;9
CODGEO;Code géographique;Code géographique;200070662;CC Bretagne porte de Loire Communauté;CHAR;9
CODGEO;Code géographique;Code géographique;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel;CHAR;9
CODGEO;Code géographique;Code géographique;200070688;CC Couesnon Marches de Bretagne;CHAR;9
CODGEO;Code géographique;Code géographique;200070712;CC Thiers Dore et Montagne;CHAR;9
CODGEO;Code géographique;Code géographique;200070720;CC Médoc Atlantique;CHAR;9
CODGEO;Code géographique;Code géographique;200070738;CC Mad et Moselle;CHAR;9
CODGEO;Code géographique;Code géographique;200070746;CA Sarreguemines Confluences;CHAR;9
CODGEO;Code géographique;Code géographique;200070753;CA Riom Limagne et Volcans;CHAR;9
CODGEO;Code géographique;Code géographique;200070761;CC Ambert Livradois Forez;CHAR;9
CODGEO;Code géographique;Code géographique;200070779;CC Brie des Rivières et Châteaux;CHAR;9
CODGEO;Code géographique;Code géographique;200070787;CC du Plateau de Lannemezan;CHAR;9
CODGEO;Code géographique;Code géographique;200070795;CC du Pays de Trie et du Magnoac;CHAR;9
CODGEO;Code géographique;Code géographique;200070803;CC des Coteaux du Val-d'Arros;CHAR;9
CODGEO;Code géographique;Code géographique;200070811;CC Pyrénées Vallées des Gaves;CHAR;9
CODGEO;Code géographique;Code géographique;200070829;CC Neste Barousse;CHAR;9
CODGEO;Code géographique;Code géographique;200070845;CC Orne Lorraine Confluences;CHAR;9
CODGEO;Code géographique;Code géographique;200070852;CC Usses et Rhône;CHAR;9
CODGEO;Code géographique;Code géographique;200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;CHAR;9
CODGEO;Code géographique;Code géographique;200070902;CC Auxonne Pontailler Val de Saône;CHAR;9
CODGEO;Code géographique;Code géographique;200070910;CC Tille et Venelle;CHAR;9
CODGEO;Code géographique;Code géographique;200070928;CC Terre de Picardie;CHAR;9
CODGEO;Code géographique;Code géographique;200070936;CC Ponthieu-Marquenterre;CHAR;9
CODGEO;Code géographique;Code géographique;200070944;CC du Vimeu;CHAR;9
CODGEO;Code géographique;Code géographique;200070951;CC du Territoire Nord Picardie;CHAR;9
CODGEO;Code géographique;Code géographique;200070969;CC Avre Luce Noye;CHAR;9
CODGEO;Code géographique;Code géographique;200070977;CC du Grand Roye;CHAR;9
CODGEO;Code géographique;Code géographique;200070985;CC de l'Est de la Somme;CHAR;9
CODGEO;Code géographique;Code géographique;200070993;CA de la Baie de Somme;CHAR;9
CODGEO;Code géographique;Code géographique;200071017;CC des Terres d'Auxois;CHAR;9
CODGEO;Code géographique;Code géographique;200071025;CC Haute-Provence-Pays de Banon;CHAR;9
CODGEO;Code géographique;Code géographique;200071033;CC Jabron-Lure-Vançon-Durance;CHAR;9
CODGEO;Code géographique;Code géographique;200071041;CC du Chaourçois et du Val d'Armance;CHAR;9
CODGEO;Code géographique;Code géographique;200071058;CC Les Avant-Monts;CHAR;9
CODGEO;Code géographique;Code géographique;200071066;CA de Saint-Dié-des-Vosges;CHAR;9
CODGEO;Code géographique;Code géographique;200071074;CC Les Portes de l'Ile de France;CHAR;9
CODGEO;Code géographique;Code géographique;200071082;CA Montluçon Communauté;CHAR;9
