first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
2021-06-06,2021-06-12,65-69,זכר,2741,<15,0.0
2021-06-06,2021-06-12,65-69,לא ידוע,<15,0.0,0.0
2021-06-06,2021-06-12,65-69,נקבה,3010,<15,0.0
2021-06-06,2021-06-12,70-74,זכר,2169,<15,0.0
2021-06-06,2021-06-12,70-74,לא ידוע,<15,0.0,0.0
2021-06-06,2021-06-12,70-74,נקבה,2197,<15,0.0
2021-06-06,2021-06-12,75-79,זכר,908,0.0,0.0
2021-06-06,2021-06-12,75-79,לא ידוע,<15,0.0,0.0
2021-06-06,2021-06-12,75-79,נקבה,895,0.0,0.0
2021-06-06,2021-06-12,80+,זכר,872,<15,0.0
2021-06-06,2021-06-12,80+,לא ידוע,<15,0.0,0.0
2021-06-06,2021-06-12,80+,נקבה,1426,0.0,0.0
2021-06-06,2021-06-12,NULL,זכר,6595,<15,0.0
2021-06-06,2021-06-12,NULL,לא ידוע,541,0.0,0.0
2021-06-06,2021-06-12,NULL,נקבה,6091,<15,0.0
2021-06-13,2021-06-19,0-19,זכר,8778,50.0,0.0
2021-06-13,2021-06-19,0-19,לא ידוע,293,0.0,0.0
2021-06-13,2021-06-19,0-19,נקבה,9616,45.0,0.0
2021-06-13,2021-06-19,20-24,זכר,4997,<15,0.0
2021-06-13,2021-06-19,20-24,לא ידוע,100,0.0,0.0
2021-06-13,2021-06-19,20-24,נקבה,5514,<15,0.0
2021-06-13,2021-06-19,25-29,זכר,5168,<15,0.0
2021-06-13,2021-06-19,25-29,לא ידוע,101,0.0,0.0
2021-06-13,2021-06-19,25-29,נקבה,5303,<15,0.0
2021-06-13,2021-06-19,30-34,זכר,5636,<15,0.0
2021-06-13,2021-06-19,30-34,לא ידוע,118,0.0,0.0
2021-06-13,2021-06-19,30-34,נקבה,5298,<15,0.0
2021-06-13,2021-06-19,35-39,זכר,5321,<15,0.0
2021-06-13,2021-06-19,35-39,לא ידוע,85,0.0,0.0
2021-06-13,2021-06-19,35-39,נקבה,4649,<15,0.0
2021-06-13,2021-06-19,40-44,זכר,4994,<15,0.0
2021-06-13,2021-06-19,40-44,לא ידוע,75,0.0,0.0
2021-06-13,2021-06-19,40-44,נקבה,4757,<15,0.0
2021-06-13,2021-06-19,45-49,זכר,5420,<15,0.0
2021-06-13,2021-06-19,45-49,לא ידוע,70,0.0,0.0
2021-06-13,2021-06-19,45-49,נקבה,5174,<15,0.0
2021-06-13,2021-06-19,50-54,זכר,4639,<15,0.0
2021-06-13,2021-06-19,50-54,לא ידוע,59,0.0,0.0
2021-06-13,2021-06-19,50-54,נקבה,4826,<15,0.0
2021-06-13,2021-06-19,55-59,זכר,3836,<15,0.0
2021-06-13,2021-06-19,55-59,לא ידוע,56,0.0,0.0
2021-06-13,2021-06-19,55-59,נקבה,4123,<15,0.0
2021-06-13,2021-06-19,60-64,זכר,3408,<15,0.0
2021-06-13,2021-06-19,60-64,לא ידוע,41,0.0,0.0
2021-06-13,2021-06-19,60-64,נקבה,4218,<15,0.0
2021-06-13,2021-06-19,65-69,זכר,2989,<15,0.0
2021-06-13,2021-06-19,65-69,לא ידוע,19,0.0,0.0
2021-06-13,2021-06-19,65-69,נקבה,3420,<15,0.0
2021-06-13,2021-06-19,70-74,זכר,2216,<15,0.0
2021-06-13,2021-06-19,70-74,לא ידוע,24,0.0,0.0
2021-06-13,2021-06-19,70-74,נקבה,2440,0.0,0.0
2021-06-13,2021-06-19,75-79,זכר,960,0.0,0.0
2021-06-13,2021-06-19,75-79,לא ידוע,<15,0.0,0.0
2021-06-13,2021-06-19,75-79,נקבה,979,0.0,0.0
2021-06-13,2021-06-19,80+,זכר,887,<15,0.0
2021-06-13,2021-06-19,80+,לא ידוע,<15,0.0,0.0
2021-06-13,2021-06-19,80+,נקבה,1611,<15,<15
2021-06-13,2021-06-19,NULL,זכר,4587,<15,0.0
2021-06-13,2021-06-19,NULL,לא ידוע,1299,<15,0.0
2021-06-13,2021-06-19,NULL,נקבה,4926,<15,0.0
2021-06-20,2021-06-26,0-19,זכר,23452,278.0,0.0
2021-06-20,2021-06-26,0-19,לא ידוע,1168,<15,0.0
2021-06-20,2021-06-26,0-19,נקבה,26263,277.0,0.0
2021-06-20,2021-06-26,20-24,זכר,6368,<15,0.0
2021-06-20,2021-06-26,20-24,לא ידוע,244,0.0,0.0
2021-06-20,2021-06-26,20-24,נקבה,7000,17.0,0.0
2021-06-20,2021-06-26,25-29,זכר,6826,18.0,0.0
2021-06-20,2021-06-26,25-29,לא ידוע,258,0.0,0.0
2021-06-20,2021-06-26,25-29,נקבה,7091,19.0,0.0
2021-06-20,2021-06-26,30-34,זכר,7505,<15,0.0
2021-06-20,2021-06-26,30-34,לא ידוע,297,0.0,0.0
2021-06-20,2021-06-26,30-34,נקבה,7240,15.0,0.0
2021-06-20,2021-06-26,35-39,זכר,7032,<15,0.0
2021-06-20,2021-06-26,35-39,לא ידוע,254,<15,0.0
2021-06-20,2021-06-26,35-39,נקבה,7041,<15,0.0
2021-06-20,2021-06-26,40-44,זכר,7378,21.0,0.0
2021-06-20,2021-06-26,40-44,לא ידוע,241,0.0,0.0
2021-06-20,2021-06-26,40-44,נקבה,7546,23.0,0.0
2021-06-20,2021-06-26,45-49,זכר,7775,24.0,0.0
2021-06-20,2021-06-26,45-49,לא ידוע,205,0.0,0.0
2021-06-20,2021-06-26,45-49,נקבה,8366,41.0,0.0
2021-06-20,2021-06-26,50-54,זכר,6626,27.0,0.0
2021-06-20,2021-06-26,50-54,לא ידוע,181,0.0,0.0
2021-06-20,2021-06-26,50-54,נקבה,7116,18.0,0.0
2021-06-20,2021-06-26,55-59,זכר,5283,20.0,0.0
2021-06-20,2021-06-26,55-59,לא ידוע,154,0.0,0.0
2021-06-20,2021-06-26,55-59,נקבה,6139,17.0,0.0
2021-06-20,2021-06-26,60-64,זכר,4601,22.0,0.0
2021-06-20,2021-06-26,60-64,לא ידוע,158,0.0,0.0
2021-06-20,2021-06-26,60-64,נקבה,5759,27.0,0.0
2021-06-20,2021-06-26,65-69,זכר,3954,18.0,0.0
2021-06-20,2021-06-26,65-69,לא ידוע,89,0.0,0.0
2021-06-20,2021-06-26,65-69,נקבה,4471,<15,0.0
2021-06-20,2021-06-26,70-74,זכר,2966,16.0,0.0
2021-06-20,2021-06-26,70-74,לא ידוע,95,0.0,0.0
2021-06-20,2021-06-26,70-74,נקבה,3239,15.0,0.0
2021-06-20,2021-06-26,75-79,זכר,1375,<15,0.0
2021-06-20,2021-06-26,75-79,לא ידוע,24,0.0,0.0
2021-06-20,2021-06-26,75-79,נקבה,1457,<15,0.0
2021-06-20,2021-06-26,80+,זכר,1271,<15,<15
2021-06-20,2021-06-26,80+,לא ידוע,32,0.0,0.0
2021-06-20,2021-06-26,80+,נקבה,2350,<15,0.0
2021-06-20,2021-06-26,NULL,זכר,2480,<15,0.0
2021-06-20,2021-06-26,NULL,לא ידוע,3149,0.0,0.0
2021-06-20,2021-06-26,NULL,נקבה,3357,<15,0.0
2021-06-27,2021-07-03,0-19,זכר,39969,393.0,0.0
2021-06-27,2021-07-03,0-19,לא ידוע,1748,<15,0.0
2021-06-27,2021-07-03,0-19,נקבה,44597,518.0,0.0
2021-06-27,2021-07-03,20-24,זכר,7369,28.0,0.0
2021-06-27,2021-07-03,20-24,לא ידוע,301,<15,0.0
2021-06-27,2021-07-03,20-24,נקבה,8818,38.0,0.0
2021-06-27,2021-07-03,25-29,זכר,7496,30.0,0.0
2021-06-27,2021-07-03,25-29,לא ידוע,279,<15,0.0
2021-06-27,2021-07-03,25-29,נקבה,9113,23.0,0.0
2021-06-27,2021-07-03,30-34,זכר,8817,25.0,0.0
2021-06-27,2021-07-03,30-34,לא ידוע,304,<15,0.0
2021-06-27,2021-07-03,30-34,נקבה,9866,35.0,0.0
2021-06-27,2021-07-03,35-39,זכר,8766,38.0,0.0
2021-06-27,2021-07-03,35-39,לא ידוע,263,0.0,0.0
2021-06-27,2021-07-03,35-39,נקבה,9898,68.0,0.0
2021-06-27,2021-07-03,40-44,זכר,9041,43.0,0.0
2021-06-27,2021-07-03,40-44,לא ידוע,228,<15,0.0
2021-06-27,2021-07-03,40-44,נקבה,10374,69.0,0.0
2021-06-27,2021-07-03,45-49,זכר,9328,32.0,0.0
2021-06-27,2021-07-03,45-49,לא ידוע,219,<15,0.0
2021-06-27,2021-07-03,45-49,נקבה,10469,67.0,0.0
2021-06-27,2021-07-03,50-54,זכר,7636,30.0,0.0
2021-06-27,2021-07-03,50-54,לא ידוע,223,0.0,0.0
2021-06-27,2021-07-03,50-54,נקבה,9105,36.0,0.0
2021-06-27,2021-07-03,55-59,זכר,6264,39.0,0.0
2021-06-27,2021-07-03,55-59,לא ידוע,167,0.0,0.0
2021-06-27,2021-07-03,55-59,נקבה,8034,42.0,0.0
2021-06-27,2021-07-03,60-64,זכר,5688,41.0,0.0
2021-06-27,2021-07-03,60-64,לא ידוע,170,<15,0.0
2021-06-27,2021-07-03,60-64,נקבה,7512,49.0,0.0
2021-06-27,2021-07-03,65-69,זכר,5008,30.0,0.0
2021-06-27,2021-07-03,65-69,לא ידוע,117,0.0,0.0
2021-06-27,2021-07-03,65-69,נקבה,5979,32.0,0.0
2021-06-27,2021-07-03,70-74,זכר,3945,31.0,0.0
2021-06-27,2021-07-03,70-74,לא ידוע,128,0.0,0.0
2021-06-27,2021-07-03,70-74,נקבה,4644,35.0,0.0
2021-06-27,2021-07-03,75-79,זכר,1935,15.0,0.0
2021-06-27,2021-07-03,75-79,לא ידוע,65,<15,0.0
2021-06-27,2021-07-03,75-79,נקבה,2407,<15,0.0
2021-06-27,2021-07-03,80+,זכר,2854,<15,0.0
2021-06-27,2021-07-03,80+,לא ידוע,62,0.0,0.0
2021-06-27,2021-07-03,80+,נקבה,6576,15.0,0.0
2021-06-27,2021-07-03,NULL,זכר,2432,<15,0.0
2021-06-27,2021-07-03,NULL,לא ידוע,3025,<15,0.0
2021-06-27,2021-07-03,NULL,נקבה,3097,<15,0.0
2021-07-04,2021-07-10,0-19,זכר,50309,627.0,0.0
2021-07-04,2021-07-10,0-19,לא ידוע,2010,25.0,0.0
2021-07-04,2021-07-10,0-19,נקבה,59606,741.0,0.0
2021-07-04,2021-07-10,20-24,זכר,8473,70.0,0.0
2021-07-04,2021-07-10,20-24,לא ידוע,304,<15,0.0
2021-07-04,2021-07-10,20-24,נקבה,10595,78.0,0.0
2021-07-04,2021-07-10,25-29,זכר,8834,61.0,0.0
2021-07-04,2021-07-10,25-29,לא ידוע,334,<15,0.0
2021-07-04,2021-07-10,25-29,נקבה,11028,68.0,0.0
2021-07-04,2021-07-10,30-34,זכר,10529,69.0,0.0
2021-07-04,2021-07-10,30-34,לא ידוע,447,<15,0.0
2021-07-04,2021-07-10,30-34,נקבה,12260,61.0,0.0
2021-07-04,2021-07-10,35-39,זכר,10940,85.0,0.0
2021-07-04,2021-07-10,35-39,לא ידוע,351,<15,0.0
2021-07-04,2021-07-10,35-39,נקבה,12894,110.0,0.0
2021-07-04,2021-07-10,40-44,זכר,11044,94.0,0.0
2021-07-04,2021-07-10,40-44,לא ידוע,322,<15,0.0
2021-07-04,2021-07-10,40-44,נקבה,13193,111.0,0.0
2021-07-04,2021-07-10,45-49,זכר,10899,95.0,<15
2021-07-04,2021-07-10,45-49,לא ידוע,245,0.0,0.0
2021-07-04,2021-07-10,45-49,נקבה,13001,113.0,0.0
2021-07-04,2021-07-10,50-54,זכר,8508,70.0,0.0
2021-07-04,2021-07-10,50-54,לא ידוע,253,<15,0.0
2021-07-04,2021-07-10,50-54,נקבה,11046,79.0,0.0
2021-07-04,2021-07-10,55-59,זכר,6869,48.0,0.0
2021-07-04,2021-07-10,55-59,לא ידוע,219,<15,0.0
2021-07-04,2021-07-10,55-59,נקבה,9511,71.0,0.0
2021-07-04,2021-07-10,60-64,זכר,6239,59.0,0.0
2021-07-04,2021-07-10,60-64,לא ידוע,161,<15,0.0
2021-07-04,2021-07-10,60-64,נקבה,8889,57.0,0.0
2021-07-04,2021-07-10,65-69,זכר,5376,57.0,0.0
2021-07-04,2021-07-10,65-69,לא ידוע,150,0.0,0.0
2021-07-04,2021-07-10,65-69,נקבה,7486,68.0,<15
2021-07-04,2021-07-10,70-74,זכר,4718,49.0,0.0
2021-07-04,2021-07-10,70-74,לא ידוע,143,<15,0.0
2021-07-04,2021-07-10,70-74,נקבה,6185,59.0,<15
2021-07-04,2021-07-10,75-79,זכר,2384,23.0,0.0
2021-07-04,2021-07-10,75-79,לא ידוע,78,<15,0.0
2021-07-04,2021-07-10,75-79,נקבה,3325,24.0,0.0
2021-07-04,2021-07-10,80+,זכר,3927,26.0,<15
2021-07-04,2021-07-10,80+,לא ידוע,56,0.0,0.0
2021-07-04,2021-07-10,80+,נקבה,9140,36.0,<15
2021-07-04,2021-07-10,NULL,זכר,2103,<15,0.0
2021-07-04,2021-07-10,NULL,לא ידוע,1501,<15,0.0
2021-07-04,2021-07-10,NULL,נקבה,2462,<15,0.0
2021-07-11,2021-07-17,0-19,זכר,59517,994.0,0.0
2021-07-11,2021-07-17,0-19,לא ידוע,2427,36.0,0.0
2021-07-11,2021-07-17,0-19,נקבה,68494,1056.0,0.0
2021-07-11,2021-07-17,20-24,זכר,11011,149.0,0.0
2021-07-11,2021-07-17,20-24,לא ידוע,421,<15,0.0
2021-07-11,2021-07-17,20-24,נקבה,13158,158.0,0.0
2021-07-11,2021-07-17,25-29,זכר,10647,122.0,0.0
2021-07-11,2021-07-17,25-29,לא ידוע,407,<15,0.0
2021-07-11,2021-07-17,25-29,נקבה,13212,149.0,0.0
2021-07-11,2021-07-17,30-34,זכר,11949,120.0,<15
2021-07-11,2021-07-17,30-34,לא ידוע,453,<15,0.0
2021-07-11,2021-07-17,30-34,נקבה,14475,149.0,0.0
2021-07-11,2021-07-17,35-39,זכר,12233,145.0,0.0
2021-07-11,2021-07-17,35-39,לא ידוע,411,<15,0.0
2021-07-11,2021-07-17,35-39,נקבה,15025,203.0,0.0
2021-07-11,2021-07-17,40-44,זכר,12416,150.0,0.0
2021-07-11,2021-07-17,40-44,לא ידוע,363,<15,0.0
2021-07-11,2021-07-17,40-44,נקבה,15231,206.0,0.0
2021-07-11,2021-07-17,45-49,זכר,11978,140.0,0.0
2021-07-11,2021-07-17,45-49,לא ידוע,311,<15,0.0
2021-07-11,2021-07-17,45-49,נקבה,15053,178.0,0.0
2021-07-11,2021-07-17,50-54,זכר,9745,88.0,0.0
2021-07-11,2021-07-17,50-54,לא ידוע,268,<15,0.0
2021-07-11,2021-07-17,50-54,נקבה,12901,116.0,0.0
2021-07-11,2021-07-17,55-59,זכר,7868,102.0,0.0
2021-07-11,2021-07-17,55-59,לא ידוע,227,<15,0.0
2021-07-11,2021-07-17,55-59,נקבה,11329,114.0,0.0
2021-07-11,2021-07-17,60-64,זכר,7100,91.0,0.0
2021-07-11,2021-07-17,60-64,לא ידוע,210,0.0,0.0
2021-07-11,2021-07-17,60-64,נקבה,10435,120.0,0.0
2021-07-11,2021-07-17,65-69,זכר,6258,97.0,<15
2021-07-11,2021-07-17,65-69,לא ידוע,149,0.0,0.0
2021-07-11,2021-07-17,65-69,נקבה,8483,90.0,0.0
2021-07-11,2021-07-17,70-74,זכר,5292,77.0,0.0
2021-07-11,2021-07-17,70-74,לא ידוע,152,0.0,0.0
2021-07-11,2021-07-17,70-74,נקבה,7220,76.0,0.0
2021-07-11,2021-07-17,75-79,זכר,2863,51.0,<15
2021-07-11,2021-07-17,75-79,לא ידוע,89,0.0,0.0
2021-07-11,2021-07-17,75-79,נקבה,3867,45.0,<15
2021-07-11,2021-07-17,80+,זכר,4611,42.0,<15
2021-07-11,2021-07-17,80+,לא ידוע,88,<15,0.0
2021-07-11,2021-07-17,80+,נקבה,9393,51.0,<15
2021-07-11,2021-07-17,NULL,זכר,2048,<15,0.0
2021-07-11,2021-07-17,NULL,לא ידוע,1160,<15,0.0
2021-07-11,2021-07-17,NULL,נקבה,2056,<15,0.0
2021-07-18,2021-07-24,0-19,זכר,97291,1722.0,0.0
2021-07-18,2021-07-24,0-19,לא ידוע,2970,53.0,0.0
2021-07-18,2021-07-24,0-19,נקבה,110315,1719.0,0.0
2021-07-18,2021-07-24,20-24,זכר,13651,215.0,0.0
2021-07-18,2021-07-24,20-24,לא ידוע,577,<15,0.0
2021-07-18,2021-07-24,20-24,נקבה,17611,255.0,0.0
2021-07-18,2021-07-24,25-29,זכר,14139,220.0,0.0
2021-07-18,2021-07-24,25-29,לא ידוע,444,<15,0.0
2021-07-18,2021-07-24,25-29,נקבה,18192,268.0,0.0
2021-07-18,2021-07-24,30-34,זכר,15560,253.0,0.0
2021-07-18,2021-07-24,30-34,לא ידוע,502,<15,0.0
2021-07-18,2021-07-24,30-34,נקבה,18964,294.0,0.0
2021-07-18,2021-07-24,35-39,זכר,15598,258.0,0.0
2021-07-18,2021-07-24,35-39,לא ידוע,442,<15,0.0
2021-07-18,2021-07-24,35-39,נקבה,19531,358.0,0.0
2021-07-18,2021-07-24,40-44,זכר,15255,276.0,0.0
2021-07-18,2021-07-24,40-44,לא ידוע,440,<15,0.0
2021-07-18,2021-07-24,40-44,נקבה,19590,313.0,0.0
2021-07-18,2021-07-24,45-49,זכר,14528,251.0,0.0
2021-07-18,2021-07-24,45-49,לא ידוע,405,<15,0.0
2021-07-18,2021-07-24,45-49,נקבה,18540,256.0,0.0
2021-07-18,2021-07-24,50-54,זכר,11239,164.0,0.0
2021-07-18,2021-07-24,50-54,לא ידוע,407,<15,0.0
2021-07-18,2021-07-24,50-54,נקבה,15273,191.0,<15
2021-07-18,2021-07-24,55-59,זכר,9041,157.0,0.0
2021-07-18,2021-07-24,55-59,לא ידוע,293,<15,0.0
2021-07-18,2021-07-24,55-59,נקבה,12965,173.0,0.0
2021-07-18,2021-07-24,60-64,זכר,8069,137.0,0.0
2021-07-18,2021-07-24,60-64,לא ידוע,265,<15,0.0
2021-07-18,2021-07-24,60-64,נקבה,11989,174.0,0.0
2021-07-18,2021-07-24,65-69,זכר,7406,167.0,<15
2021-07-18,2021-07-24,65-69,לא ידוע,212,0.0,0.0
2021-07-18,2021-07-24,65-69,נקבה,9882,160.0,0.0
2021-07-18,2021-07-24,70-74,זכר,5936,122.0,<15
2021-07-18,2021-07-24,70-74,לא ידוע,170,<15,0.0
2021-07-18,2021-07-24,70-74,נקבה,8102,118.0,<15
2021-07-18,2021-07-24,75-79,זכר,3302,62.0,<15
2021-07-18,2021-07-24,75-79,לא ידוע,83,0.0,0.0
2021-07-18,2021-07-24,75-79,נקבה,4318,66.0,<15
2021-07-18,2021-07-24,80+,זכר,5094,92.0,<15
2021-07-18,2021-07-24,80+,לא ידוע,86,<15,0.0
2021-07-18,2021-07-24,80+,נקבה,11052,109.0,<15
2021-07-18,2021-07-24,NULL,זכר,2478,17.0,0.0
2021-07-18,2021-07-24,NULL,לא ידוע,1250,<15,0.0
2021-07-18,2021-07-24,NULL,נקבה,2479,23.0,0.0
2021-07-25,2021-07-31,0-19,זכר,119174,2799.0,0.0
2021-07-25,2021-07-31,0-19,לא ידוע,3547,85.0,0.0
2021-07-25,2021-07-31,0-19,נקבה,134036,2773.0,0.0
2021-07-25,2021-07-31,20-24,זכר,17989,369.0,0.0
2021-07-25,2021-07-31,20-24,לא ידוע,691,19.0,0.0
2021-07-25,2021-07-31,20-24,נקבה,23725,468.0,0.0
2021-07-25,2021-07-31,25-29,זכר,18119,393.0,0.0
2021-07-25,2021-07-31,25-29,לא ידוע,456,<15,0.0
2021-07-25,2021-07-31,25-29,נקבה,23391,475.0,0.0
2021-07-25,2021-07-31,30-34,זכר,19665,397.0,0.0
2021-07-25,2021-07-31,30-34,לא ידוע,521,<15,0.0
2021-07-25,2021-07-31,30-34,נקבה,24408,530.0,0.0
2021-07-25,2021-07-31,35-39,זכר,19566,478.0,<15
2021-07-25,2021-07-31,35-39,לא ידוע,490,<15,0.0
2021-07-25,2021-07-31,35-39,נקבה,24365,598.0,0.0
2021-07-25,2021-07-31,40-44,זכר,18502,413.0,0.0
2021-07-25,2021-07-31,40-44,לא ידוע,483,<15,0.0
2021-07-25,2021-07-31,40-44,נקבה,23378,530.0,0.0
2021-07-25,2021-07-31,45-49,זכר,17036,396.0,0.0
2021-07-25,2021-07-31,45-49,לא ידוע,494,<15,0.0
2021-07-25,2021-07-31,45-49,נקבה,21991,451.0,0.0
2021-07-25,2021-07-31,50-54,זכר,13425,304.0,0.0
2021-07-25,2021-07-31,50-54,לא ידוע,368,<15,0.0
2021-07-25,2021-07-31,50-54,נקבה,18437,370.0,0.0
2021-07-25,2021-07-31,55-59,זכר,10692,222.0,0.0
2021-07-25,2021-07-31,55-59,לא ידוע,283,<15,0.0
2021-07-25,2021-07-31,55-59,נקבה,15469,302.0,0.0
2021-07-25,2021-07-31,60-64,זכר,9317,287.0,<15
2021-07-25,2021-07-31,60-64,לא ידוע,249,<15,0.0
2021-07-25,2021-07-31,60-64,נקבה,14085,315.0,0.0
2021-07-25,2021-07-31,65-69,זכר,8270,248.0,0.0
2021-07-25,2021-07-31,65-69,לא ידוע,196,<15,0.0
2021-07-25,2021-07-31,65-69,נקבה,11162,271.0,<15
2021-07-25,2021-07-31,70-74,זכר,6860,216.0,<15
2021-07-25,2021-07-31,70-74,לא ידוע,170,<15,0.0
2021-07-25,2021-07-31,70-74,נקבה,9274,235.0,<15
2021-07-25,2021-07-31,75-79,זכר,3720,135.0,<15
2021-07-25,2021-07-31,75-79,לא ידוע,99,<15,0.0
2021-07-25,2021-07-31,75-79,נקבה,4976,133.0,0.0
2021-07-25,2021-07-31,80+,זכר,5973,172.0,<15
2021-07-25,2021-07-31,80+,לא ידוע,86,<15,0.0
2021-07-25,2021-07-31,80+,נקבה,13067,244.0,<15
2021-07-25,2021-07-31,NULL,זכר,3027,26.0,0.0
2021-07-25,2021-07-31,NULL,לא ידוע,1009,<15,0.0
2021-07-25,2021-07-31,NULL,נקבה,3226,37.0,0.0
2021-08-01,2021-08-07,0-19,זכר,118468,4259.0,0.0
2021-08-01,2021-08-07,0-19,לא ידוע,3842,120.0,0.0
2021-08-01,2021-08-07,0-19,נקבה,131108,4725.0,0.0
2021-08-01,2021-08-07,20-24,זכר,21404,631.0,0.0
2021-08-01,2021-08-07,20-24,לא ידוע,812,32.0,0.0
2021-08-01,2021-08-07,20-24,נקבה,29046,851.0,0.0
2021-08-01,2021-08-07,25-29,זכר,20527,650.0,0.0
2021-08-01,2021-08-07,25-29,לא ידוע,485,<15,0.0
2021-08-01,2021-08-07,25-29,נקבה,27802,822.0,0.0
2021-08-01,2021-08-07,30-34,זכר,21667,607.0,0.0
2021-08-01,2021-08-07,30-34,לא ידוע,538,<15,0.0
2021-08-01,2021-08-07,30-34,נקבה,28402,846.0,0.0
2021-08-01,2021-08-07,35-39,זכר,21840,671.0,0.0
2021-08-01,2021-08-07,35-39,לא ידוע,474,<15,0.0
2021-08-01,2021-08-07,35-39,נקבה,27994,906.0,0.0
2021-08-01,2021-08-07,40-44,זכר,20622,692.0,0.0
2021-08-01,2021-08-07,40-44,לא ידוע,495,<15,0.0
2021-08-01,2021-08-07,40-44,נקבה,27445,900.0,0.0
2021-08-01,2021-08-07,45-49,זכר,19395,658.0,0.0
2021-08-01,2021-08-07,45-49,לא ידוע,427,<15,0.0
2021-08-01,2021-08-07,45-49,נקבה,25285,705.0,0.0
2021-08-01,2021-08-07,50-54,זכר,15292,486.0,<15
2021-08-01,2021-08-07,50-54,לא ידוע,353,<15,0.0
2021-08-01,2021-08-07,50-54,נקבה,20918,557.0,0.0
2021-08-01,2021-08-07,55-59,זכר,11910,420.0,<15
2021-08-01,2021-08-07,55-59,לא ידוע,303,<15,0.0
2021-08-01,2021-08-07,55-59,נקבה,17719,527.0,<15
2021-08-01,2021-08-07,60-64,זכר,10793,380.0,<15
2021-08-01,2021-08-07,60-64,לא ידוע,243,<15,0.0
2021-08-01,2021-08-07,60-64,נקבה,16046,460.0,0.0
2021-08-01,2021-08-07,65-69,זכר,9381,376.0,<15
2021-08-01,2021-08-07,65-69,לא ידוע,221,<15,0.0
2021-08-01,2021-08-07,65-69,נקבה,12629,398.0,<15
2021-08-01,2021-08-07,70-74,זכר,7744,292.0,<15
2021-08-01,2021-08-07,70-74,לא ידוע,163,<15,0.0
2021-08-01,2021-08-07,70-74,נקבה,10136,364.0,<15
2021-08-01,2021-08-07,75-79,זכר,4247,167.0,<15
2021-08-01,2021-08-07,75-79,לא ידוע,97,<15,0.0
2021-08-01,2021-08-07,75-79,נקבה,5861,202.0,<15
2021-08-01,2021-08-07,80+,זכר,7553,262.0,17.0
2021-08-01,2021-08-07,80+,לא ידוע,94,<15,0.0
2021-08-01,2021-08-07,80+,נקבה,16111,382.0,26.0
2021-08-01,2021-08-07,NULL,זכר,2922,37.0,0.0
2021-08-01,2021-08-07,NULL,לא ידוע,1171,<15,0.0
2021-08-01,2021-08-07,NULL,נקבה,2898,42.0,0.0
2021-08-08,2021-08-14,0-19,זכר,135851,6421.0,0.0
2021-08-08,2021-08-14,0-19,לא ידוע,3669,192.0,0.0
2021-08-08,2021-08-14,0-19,נקבה,150084,7489.0,0.0
2021-08-08,2021-08-14,20-24,זכר,26298,1044.0,0.0
2021-08-08,2021-08-14,20-24,לא ידוע,1014,45.0,0.0
2021-08-08,2021-08-14,20-24,נקבה,35107,1452.0,0.0
2021-08-08,2021-08-14,25-29,זכר,25186,1255.0,0.0
2021-08-08,2021-08-14,25-29,לא ידוע,604,21.0,0.0
2021-08-08,2021-08-14,25-29,נקבה,32308,1424.0,0.0
2021-08-08,2021-08-14,30-34,זכר,25754,1180.0,0.0
2021-08-08,2021-08-14,30-34,לא ידוע,638,22.0,0.0
2021-08-08,2021-08-14,30-34,נקבה,32875,1520.0,0.0
2021-08-08,2021-08-14,35-39,זכר,26575,1142.0,0.0
2021-08-08,2021-08-14,35-39,לא ידוע,550,<15,0.0
2021-08-08,2021-08-14,35-39,נקבה,33338,1536.0,0.0
2021-08-08,2021-08-14,40-44,זכר,24723,1153.0,0.0
2021-08-08,2021-08-14,40-44,לא ידוע,568,17.0,0.0
2021-08-08,2021-08-14,40-44,נקבה,32398,1451.0,0.0
2021-08-08,2021-08-14,45-49,זכר,22382,959.0,0.0
2021-08-08,2021-08-14,45-49,לא ידוע,474,<15,0.0
2021-08-08,2021-08-14,45-49,נקבה,29721,1209.0,0.0
2021-08-08,2021-08-14,50-54,זכר,17647,825.0,<15
2021-08-08,2021-08-14,50-54,לא ידוע,376,15.0,0.0
2021-08-08,2021-08-14,50-54,נקבה,24938,999.0,<15
2021-08-08,2021-08-14,55-59,זכר,14437,709.0,0.0
2021-08-08,2021-08-14,55-59,לא ידוע,331,<15,0.0
2021-08-08,2021-08-14,55-59,נקבה,20853,881.0,0.0
2021-08-08,2021-08-14,60-64,זכר,12007,586.0,<15
2021-08-08,2021-08-14,60-64,לא ידוע,283,<15,0.0
2021-08-08,2021-08-14,60-64,נקבה,18021,746.0,<15
2021-08-08,2021-08-14,65-69,זכר,10499,558.0,<15
2021-08-08,2021-08-14,65-69,לא ידוע,239,<15,0.0
2021-08-08,2021-08-14,65-69,נקבה,14065,641.0,<15
2021-08-08,2021-08-14,70-74,זכר,8470,461.0,<15
2021-08-08,2021-08-14,70-74,לא ידוע,203,<15,0.0
2021-08-08,2021-08-14,70-74,נקבה,11324,522.0,<15
2021-08-08,2021-08-14,75-79,זכר,4675,285.0,<15
2021-08-08,2021-08-14,75-79,לא ידוע,114,<15,0.0
2021-08-08,2021-08-14,75-79,נקבה,6479,272.0,<15
2021-08-08,2021-08-14,80+,זכר,8273,391.0,41.0
